"Gene_name" "P_values" "Adjusted_value" "is_significant"
"12380" "BTC" 1.165516e-12 8.50952373809524e-11 TRUE
"12399" "DYNLL2" 1.658688e-12 8.50952373809524e-11 TRUE
"12405" "PAK6" 1.066681e-12 8.50952373809524e-11 TRUE
"12526" "SCNN1G" 1.811263e-12 8.50952373809524e-11 TRUE
"12586" "CENPM" 1.977347e-12 8.50952373809524e-11 TRUE
"12618" "ARHGAP25" 2.158345e-12 8.50952373809524e-11 TRUE
"12649" "MUC1" 1.453614e-12 8.50952373809524e-11 TRUE
"12792" "FUT10" 2.460697e-12 8.50952373809524e-11 TRUE
"12848" "DACH2" 2.406724e-12 8.50952373809524e-11 TRUE
"12867" "ACLY" 8.930507e-13 8.50952373809524e-11 TRUE
"12883" "LILRB2" 1.21825e-12 8.50952373809524e-11 TRUE
"12901" "BNIPL" 1.115025e-12 8.50952373809524e-11 TRUE
"12910" "BARX2" 2.158091e-12 8.50952373809524e-11 TRUE
"12956" "MAGI2" 1.587485e-12 8.50952373809524e-11 TRUE
"12990" "TMEM50B" 1.977114e-12 8.50952373809524e-11 TRUE
"13012" "STX4" 2.065902e-12 8.50952373809524e-11 TRUE
"13014" "RAF1" 1.330677e-12 8.50952373809524e-11 TRUE
"13030" "ATP6V1H" 1.39073e-12 8.50952373809524e-11 TRUE
"13214" "FAM19A1" 1.976882e-12 8.50952373809524e-11 TRUE
"13270" "SPHK2" 1.733432e-12 8.50952373809524e-11 TRUE
"13324" "FCER1G" 1.658885e-12 8.50952373809524e-11 TRUE
"13325" "MFAP3L" 2.570428e-12 8.50952373809524e-11 TRUE
"13363" "ARL11" 2.158345e-12 8.50952373809524e-11 TRUE
"13388" "MPC1" 2.355564e-12 8.50952373809524e-11 TRUE
"13521" "IGSF6" 2.460697e-12 8.50952373809524e-11 TRUE
"13553" "WDR20" 2.460697e-12 8.50952373809524e-11 TRUE
"13598" "WEE2" 2.569828e-12 8.50952373809524e-11 TRUE
"13639" "MCCD1" 1.114891e-12 8.50952373809524e-11 TRUE
"13641" "APBB1IP" 1.658688e-12 8.50952373809524e-11 TRUE
"13645" "ARHGAP24" 1.330836e-12 8.50952373809524e-11 TRUE
"13651" "C17orf62" 1.115025e-12 8.50952373809524e-11 TRUE
"13656" "SIM2" 1.658885e-12 8.50952373809524e-11 TRUE
"13681" "SNX33" 1.165516e-12 8.50952373809524e-11 TRUE
"13758" "MAP6" 1.273322e-12 8.50952373809524e-11 TRUE
"13765" "PLK2" 2.065902e-12 8.50952373809524e-11 TRUE
"13784" "ATP6V1D" 2.355564e-12 8.50952373809524e-11 TRUE
"13882" "SIAH3" 1.390896e-12 8.50952373809524e-11 TRUE
"13908" "ERBB4" 2.25484e-12 8.50952373809524e-11 TRUE
"13937" "EYA4" 1.21825e-12 8.50952373809524e-11 TRUE
"13985" "ARL4D" 2.570428e-12 8.50952373809524e-11 TRUE
"14016" "CTH" 2.158345e-12 8.50952373809524e-11 TRUE
"14047" "SLC25A29" 1.811263e-12 8.50952373809524e-11 TRUE
"14104" "MTHFD2L" 2.570428e-12 8.50952373809524e-11 TRUE
"14120" "LILRB1" 1.892519e-12 8.50952373809524e-11 TRUE
"14128" "CDH16" 1.020396e-12 8.50952373809524e-11 TRUE
"14137" "EFHD2" 1.892519e-12 8.50952373809524e-11 TRUE
"14157" "MAL" 1.519103e-12 8.50952373809524e-11 TRUE
"14237" "SMIM19" 1.880185e-12 8.50952373809524e-11 TRUE
"14246" "CYP2J2" 2.158345e-12 8.50952373809524e-11 TRUE
"14274" "SH3BP2" 1.587485e-12 8.50952373809524e-11 TRUE
"14276" "CORO2B" 9.336619e-13 8.50952373809524e-11 TRUE
"14339" "VEPH1" 1.587485e-12 8.50952373809524e-11 TRUE
"14350" "NAALAD2" 1.020396e-12 8.50952373809524e-11 TRUE
"14367" "IL4R" 1.733432e-12 8.50952373809524e-11 TRUE
"14416" "ST6GAL1" 9.336619e-13 8.50952373809524e-11 TRUE
"14506" "ATP5S" 1.977347e-12 8.50952373809524e-11 TRUE
"14620" "KCNE3" 2.570428e-12 8.50952373809524e-11 TRUE
"14656" "MBOAT4" 2.569529e-12 8.50952373809524e-11 TRUE
"14672" "PARVG" 2.460697e-12 8.50952373809524e-11 TRUE
"14819" "ETV7" 1.21825e-12 8.50952373809524e-11 TRUE
"14825" "TRAF3IP2" 2.570428e-12 8.50952373809524e-11 TRUE
"14828" "NUP62" 1.330836e-12 8.50952373809524e-11 TRUE
"14831" "ELF5" 8.541746e-13 8.50952373809524e-11 TRUE
"14875" "FOLR3" 2.065902e-12 8.50952373809524e-11 TRUE
"14878" "SVIP" 1.39073e-12 8.50952373809524e-11 TRUE
"14951" "SFXN5" 1.21825e-12 8.50952373809524e-11 TRUE
"14956" "NEK6" 2.355564e-12 8.50952373809524e-11 TRUE
"14977" "LYRM5" 1.390896e-12 8.50952373809524e-11 TRUE
"15061" "MYOZ2" 1.020273e-12 8.50952373809524e-11 TRUE
"15082" "LILRB3" 1.390896e-12 8.50952373809524e-11 TRUE
"15089" "TRMT2A" 2.570428e-12 8.50952373809524e-11 TRUE
"15094" "EPB41L4B" 9.336619e-13 8.50952373809524e-11 TRUE
"15098" "TAP1" 1.020396e-12 8.50952373809524e-11 TRUE
"15101" "EGLN3" 1.977347e-12 8.50952373809524e-11 TRUE
"15102" "TMEM133" 8.541746e-13 8.50952373809524e-11 TRUE
"15129" "AHNAK2" 1.165516e-12 8.50952373809524e-11 TRUE
"15149" "NLGN3" 9.760842e-13 8.50952373809524e-11 TRUE
"15152" "GTPBP2" 1.797465e-12 8.50952373809524e-11 TRUE
"15156" "CHGB" 8.169609e-13 8.50952373809524e-11 TRUE
"15172" "SAP30BP" 1.330677e-12 8.50952373809524e-11 TRUE
"15182" "DOK1" 2.355564e-12 8.50952373809524e-11 TRUE
"15262" "ANGPTL4" 2.158345e-12 8.50952373809524e-11 TRUE
"15279" "ABHD17C" 1.811263e-12 8.50952373809524e-11 TRUE
"15383" "MRAP2" 1.390896e-12 8.50952373809524e-11 TRUE
"15442" "CLDN10" 8.930507e-13 8.50952373809524e-11 TRUE
"15492" "RFC2" 1.21825e-12 8.50952373809524e-11 TRUE
"15526" "USP44" 2.065902e-12 8.50952373809524e-11 TRUE
"15528" "SLC12A3" 1.733432e-12 8.50952373809524e-11 TRUE
"15555" "KCNJ16" 9.760842e-13 8.50952373809524e-11 TRUE
"15624" "ERVMER34-1" 8.541746e-13 8.50952373809524e-11 TRUE
"15691" "TMEM214" 2.46041e-12 8.50952373809524e-11 TRUE
"15780" "OPHN1" 1.733432e-12 8.50952373809524e-11 TRUE
"15790" "TNFRSF14" 1.587485e-12 8.50952373809524e-11 TRUE
"15813" "CACNA2D3" 9.336619e-13 8.50952373809524e-11 TRUE
"15837" "HACL1" 2.460697e-12 8.50952373809524e-11 TRUE
"15886" "STK10" 2.25484e-12 8.50952373809524e-11 TRUE
"15900" "APOBEC3C" 2.460697e-12 8.50952373809524e-11 TRUE
"15922" "SERPINH1" 8.169609e-13 8.50952373809524e-11 TRUE
"15948" "NUBPL" 2.25484e-12 8.50952373809524e-11 TRUE
"15954" "PTPN13" 2.065902e-12 8.50952373809524e-11 TRUE
"15993" "C9orf135" 1.390896e-12 8.50952373809524e-11 TRUE
"16115" "PDE1A" 1.892519e-12 8.50952373809524e-11 TRUE
"16151" "GATA3" 9.75966e-13 8.50952373809524e-11 TRUE
"16171" "GRM1" 8.930507e-13 8.50952373809524e-11 TRUE
"16197" "EPM2A" 1.066681e-12 8.50952373809524e-11 TRUE
"16264" "OXGR1" 2.065902e-12 8.50952373809524e-11 TRUE
"16278" "SQRDL" 1.330836e-12 8.50952373809524e-11 TRUE
"16451" "GPR113" 1.115025e-12 8.50952373809524e-11 TRUE
"16458" "ZNF57" 1.892519e-12 8.50952373809524e-11 TRUE
"16462" "CADPS2" 1.519103e-12 8.50952373809524e-11 TRUE
"16463" "ANXA4" 9.336619e-13 8.50952373809524e-11 TRUE
"16464" "TMEM30B" 1.066681e-12 8.50952373809524e-11 TRUE
"16507" "BTN3A1" 1.453614e-12 8.50952373809524e-11 TRUE
"16581" "HLA-C" 1.390896e-12 8.50952373809524e-11 TRUE
"16592" "BTN3A2" 1.066681e-12 8.50952373809524e-11 TRUE
"16600" "FAM115C" 1.892519e-12 8.50952373809524e-11 TRUE
"16626" "UMOD" 8.930507e-13 8.50952373809524e-11 TRUE
"16630" "TYMS" 2.355564e-12 8.50952373809524e-11 TRUE
"12" "COL4A5" 3.059393e-12 8.57658407394958e-11 TRUE
"92" "CNGA1" 3.059393e-12 8.57658407394958e-11 TRUE
"134" "TNFRSF10B" 3.059393e-12 8.57658407394958e-11 TRUE
"183" "BTN2A2" 2.804479e-12 8.57658407394958e-11 TRUE
"685" "FAM154B" 2.804479e-12 8.57658407394958e-11 TRUE
"1188" "P2RX7" 2.684953e-12 8.57658407394958e-11 TRUE
"1356" "ACBD7" 2.684953e-12 8.57658407394958e-11 TRUE
"1504" "HK3" 2.929218e-12 8.57658407394958e-11 TRUE
"1697" "DDX24" 2.684953e-12 8.57658407394958e-11 TRUE
"2016" "RAD23A" 2.804479e-12 8.57658407394958e-11 TRUE
"2112" "GBP2" 2.684953e-12 8.57658407394958e-11 TRUE
"2116" "IFFO1" 2.804479e-12 8.57658407394958e-11 TRUE
"2134" "OLFML2A" 2.929218e-12 8.57658407394958e-11 TRUE
"2144" "LRRC16A" 3.059393e-12 8.57658407394958e-11 TRUE
"2204" "GAL3ST3" 2.804479e-12 8.57658407394958e-11 TRUE
"2275" "PLLP" 2.929218e-12 8.57658407394958e-11 TRUE
"2449" "SIGLEC9" 2.929218e-12 8.57658407394958e-11 TRUE
"2989" "TYROBP" 2.929218e-12 8.57658407394958e-11 TRUE
"3049" "PALD1" 2.929218e-12 8.57658407394958e-11 TRUE
"3424" "HSPA2" 2.804479e-12 8.57658407394958e-11 TRUE
"3490" "MECOM" 2.929218e-12 8.57658407394958e-11 TRUE
"3545" "MUT" 3.059393e-12 8.57658407394958e-11 TRUE
"3879" "FKBP4" 2.688395e-12 8.57658407394958e-11 TRUE
"4348" "HS3ST3B1" 2.743759e-12 8.57658407394958e-11 TRUE
"4569" "PTPRE" 3.059393e-12 8.57658407394958e-11 TRUE
"4707" "PTGER1" 2.929218e-12 8.57658407394958e-11 TRUE
"5191" "BCR" 2.804479e-12 8.57658407394958e-11 TRUE
"5192" "SIRPA" 2.929218e-12 8.57658407394958e-11 TRUE
"5198" "CSRNP3" 3.059393e-12 8.57658407394958e-11 TRUE
"5511" "LPPR1" 3.059393e-12 8.57658407394958e-11 TRUE
"5862" "POLG" 3.059039e-12 8.57658407394958e-11 TRUE
"6112" "BCKDHB" 2.684953e-12 8.57658407394958e-11 TRUE
"6356" "PRRT3" 3.059393e-12 8.57658407394958e-11 TRUE
"6400" "CHFR" 2.684953e-12 8.57658407394958e-11 TRUE
"6446" "LMO3" 3.059393e-12 8.57658407394958e-11 TRUE
"6591" "SMIM5" 2.804479e-12 8.57658407394958e-11 TRUE
"6613" "PROX1" 3.059393e-12 8.57658407394958e-11 TRUE
"6775" "SELENBP1" 3.059393e-12 8.57658407394958e-11 TRUE
"6991" "GRIK2" 3.059039e-12 8.57658407394958e-11 TRUE
"7148" "TBX3" 2.804479e-12 8.57658407394958e-11 TRUE
"7217" "TRAPPC10" 2.810799e-12 8.57658407394958e-11 TRUE
"7573" "HMGCR" 3.059393e-12 8.57658407394958e-11 TRUE
"7654" "ERMP1" 3.059393e-12 8.57658407394958e-11 TRUE
"7801" "THRB" 3.059393e-12 8.57658407394958e-11 TRUE
"7832" "RANGRF" 3.059039e-12 8.57658407394958e-11 TRUE
"8060" "CDH2" 2.804479e-12 8.57658407394958e-11 TRUE
"8298" "SPI1" 3.059393e-12 8.57658407394958e-11 TRUE
"8767" "ALPK2" 2.928878e-12 8.57658407394958e-11 TRUE
"9061" "DHX37" 2.684953e-12 8.57658407394958e-11 TRUE
"9573" "PARP16" 2.929218e-12 8.57658407394958e-11 TRUE
"9629" "PLXDC1" 2.929218e-12 8.57658407394958e-11 TRUE
"9846" "SLC1A4" 2.929218e-12 8.57658407394958e-11 TRUE
"10356" "HIST1H2BN" 3.059393e-12 8.57658407394958e-11 TRUE
"10596" "RNF224" 3.059039e-12 8.57658407394958e-11 TRUE
"10699" "P2RX4" 2.804479e-12 8.57658407394958e-11 TRUE
"10740" "VAT1" 3.059393e-12 8.57658407394958e-11 TRUE
"10796" "EPCAM" 2.804479e-12 8.57658407394958e-11 TRUE
"10839" "NBPF9" 2.810799e-12 8.57658407394958e-11 TRUE
"11037" "GMFG" 2.804479e-12 8.57658407394958e-11 TRUE
"11322" "C16orf89" 3.059393e-12 8.57658407394958e-11 TRUE
"11997" "MAP3K11" 3.059393e-12 8.57658407394958e-11 TRUE
"12318" "TTC9C" 2.804479e-12 8.57658407394958e-11 TRUE
"12489" "FCGR1A" 2.684953e-12 8.57658407394958e-11 TRUE
"12524" "MYO3B" 2.684953e-12 8.57658407394958e-11 TRUE
"12719" "TCAIM" 2.684953e-12 8.57658407394958e-11 TRUE
"13108" "HLA-E" 2.929218e-12 8.57658407394958e-11 TRUE
"13274" "PAG1" 2.938663e-12 8.57658407394958e-11 TRUE
"13278" "BLCAP" 2.804153e-12 8.57658407394958e-11 TRUE
"13308" "CBR4" 2.684953e-12 8.57658407394958e-11 TRUE
"13384" "SNX10" 2.684953e-12 8.57658407394958e-11 TRUE
"13662" "C9orf9" 2.687741e-12 8.57658407394958e-11 TRUE
"13753" "LZTS3" 3.059039e-12 8.57658407394958e-11 TRUE
"13779" "DEGS1" 2.929218e-12 8.57658407394958e-11 TRUE
"14052" "TMEM256-PLSCR3" 2.929218e-12 8.57658407394958e-11 TRUE
"14679" "FCGR1B" 2.684953e-12 8.57658407394958e-11 TRUE
"14699" "IFI16" 2.804479e-12 8.57658407394958e-11 TRUE
"14779" "PCGF3" 2.804479e-12 8.57658407394958e-11 TRUE
"14801" "SLC16A1" 2.684953e-12 8.57658407394958e-11 TRUE
"14865" "CHST14" 3.059393e-12 8.57658407394958e-11 TRUE
"14982" "HOXD10" 2.929218e-12 8.57658407394958e-11 TRUE
"15080" "SLC6A4" 3.059393e-12 8.57658407394958e-11 TRUE
"15417" "CCDC19" 2.929218e-12 8.57658407394958e-11 TRUE
"15439" "TUBB" 2.929218e-12 8.57658407394958e-11 TRUE
"15696" "C1orf116" 2.804479e-12 8.57658407394958e-11 TRUE
"15704" "PLAT" 2.929218e-12 8.57658407394958e-11 TRUE
"15781" "RHCG" 2.804479e-12 8.57658407394958e-11 TRUE
"15824" "C1QB" 3.059393e-12 8.57658407394958e-11 TRUE
"15842" "ELP6" 2.928878e-12 8.57658407394958e-11 TRUE
"16131" "MAPK4" 2.804153e-12 8.57658407394958e-11 TRUE
"16557" "ANGPT2" 3.059393e-12 8.57658407394958e-11 TRUE
"16574" "NICN1" 3.059393e-12 8.57658407394958e-11 TRUE
"1920" "TMA7" 3.195236e-12 8.66610349268293e-11 TRUE
"2917" "CGN" 3.195236e-12 8.66610349268293e-11 TRUE
"3771" "DARS" 3.195236e-12 8.66610349268293e-11 TRUE
"4125" "COL4A3" 3.195236e-12 8.66610349268293e-11 TRUE
"4176" "SDS" 3.195236e-12 8.66610349268293e-11 TRUE
"5090" "ADORA3" 3.195236e-12 8.66610349268293e-11 TRUE
"5120" "AGL" 3.195236e-12 8.66610349268293e-11 TRUE
"5922" "EXOC7" 3.195236e-12 8.66610349268293e-11 TRUE
"6292" "ACAD8" 3.195236e-12 8.66610349268293e-11 TRUE
"6942" "SPTB" 3.195236e-12 8.66610349268293e-11 TRUE
"8898" "TBXAS1" 3.195236e-12 8.66610349268293e-11 TRUE
"9069" "AFMID" 3.195236e-12 8.66610349268293e-11 TRUE
"10304" "UBE2I" 3.195236e-12 8.66610349268293e-11 TRUE
"11407" "SPATA18" 3.195236e-12 8.66610349268293e-11 TRUE
"12365" "MYO3A" 3.195236e-12 8.66610349268293e-11 TRUE
"13062" "CCDC176" 3.194867e-12 8.66610349268293e-11 TRUE
"13385" "AKAP3" 3.195236e-12 8.66610349268293e-11 TRUE
"13650" "LRIT3" 3.195236e-12 8.66610349268293e-11 TRUE
"13984" "PLEK" 3.195236e-12 8.66610349268293e-11 TRUE
"15472" "CAV2" 3.195236e-12 8.66610349268293e-11 TRUE
"2799" "HOXB7" 3.211737e-12 8.69671642207792e-11 TRUE
"386" "MPP5" 3.336989e-12 8.69702758125e-11 TRUE
"694" "RAB24" 3.336989e-12 8.69702758125e-11 TRUE
"2832" "AC016757.3" 3.336989e-12 8.69702758125e-11 TRUE
"2927" "TRMT10A" 3.336989e-12 8.69702758125e-11 TRUE
"3038" "SPARC" 3.336989e-12 8.69702758125e-11 TRUE
"3575" "TRPV2" 3.336989e-12 8.69702758125e-11 TRUE
"3876" "HILPDA" 3.336989e-12 8.69702758125e-11 TRUE
"4123" "TET3" 3.336989e-12 8.69702758125e-11 TRUE
"4545" "SEC61G" 3.336604e-12 8.69702758125e-11 TRUE
"4743" "ATP5A1" 3.336989e-12 8.69702758125e-11 TRUE
"6307" "ARHGAP42" 3.336989e-12 8.69702758125e-11 TRUE
"8399" "OSCAR" 3.336989e-12 8.69702758125e-11 TRUE
"10149" "C1QA" 3.336989e-12 8.69702758125e-11 TRUE
"10558" "RPL23A" 3.336989e-12 8.69702758125e-11 TRUE
"10848" "NOD2" 3.336604e-12 8.69702758125e-11 TRUE
"11288" "HMGN5" 3.336989e-12 8.69702758125e-11 TRUE
"11389" "LCP2" 3.336604e-12 8.69702758125e-11 TRUE
"11553" "DLST" 3.336604e-12 8.69702758125e-11 TRUE
"11652" "CARD16" 3.336989e-12 8.69702758125e-11 TRUE
"12621" "LILRB4" 3.336989e-12 8.69702758125e-11 TRUE
"13494" "RHOG" 3.336989e-12 8.69702758125e-11 TRUE
"13583" "HOXB9" 3.336989e-12 8.69702758125e-11 TRUE
"15205" "PLOD3" 3.336989e-12 8.69702758125e-11 TRUE
"15921" "LSM3" 3.336989e-12 8.69702758125e-11 TRUE
"5720" "GPAM" 3.35705e-12 8.72310738317757e-11 TRUE
"12764" "SNRPN" 3.357455e-12 8.72310738317757e-11 TRUE
"1092" "MRPL19" 3.484902e-12 8.74107749774436e-11 TRUE
"1756" "ABHD14A" 3.484902e-12 8.74107749774436e-11 TRUE
"6000" "ARRDC2" 3.484902e-12 8.74107749774436e-11 TRUE
"6010" "PSMD6" 3.484902e-12 8.74107749774436e-11 TRUE
"6114" "RP5-1021I20.4" 3.484902e-12 8.74107749774436e-11 TRUE
"6245" "RPS19" 3.484501e-12 8.74107749774436e-11 TRUE
"7443" "GPD1L" 3.484902e-12 8.74107749774436e-11 TRUE
"7583" "SEL1L3" 3.484902e-12 8.74107749774436e-11 TRUE
"7590" "ENTPD3" 3.484902e-12 8.74107749774436e-11 TRUE
"7658" "DOC2A" 3.484902e-12 8.74107749774436e-11 TRUE
"8966" "MAGEE2" 3.4841e-12 8.74107749774436e-11 TRUE
"8972" "EML5" 3.484902e-12 8.74107749774436e-11 TRUE
"9540" "NTNG1" 3.484902e-12 8.74107749774436e-11 TRUE
"9641" "SLC14A1" 3.484902e-12 8.74107749774436e-11 TRUE
"10688" "TSPAN4" 3.484902e-12 8.74107749774436e-11 TRUE
"11074" "PRSS22" 3.484902e-12 8.74107749774436e-11 TRUE
"12164" "PPM1J" 3.484501e-12 8.74107749774436e-11 TRUE
"13434" "FAM26F" 3.484902e-12 8.74107749774436e-11 TRUE
"13652" "THG1L" 3.484902e-12 8.74107749774436e-11 TRUE
"13934" "SLC30A9" 3.484902e-12 8.74107749774436e-11 TRUE
"14476" "PALM" 3.484902e-12 8.74107749774436e-11 TRUE
"14685" "TNNI1" 3.484902e-12 8.74107749774436e-11 TRUE
"16177" "UQCRC1" 3.484902e-12 8.74107749774436e-11 TRUE
"1381" "RP11-706O15.1" 3.509649e-12 8.77675342128936e-11 TRUE
"6973" "LRTOMT" 3.509649e-12 8.77675342128936e-11 TRUE
"3251" "ENTPD8" 3.639239e-12 8.8876290658858e-11 TRUE
"4037" "TCEAL2" 3.639239e-12 8.8876290658858e-11 TRUE
"4242" "DOK3" 3.639239e-12 8.8876290658858e-11 TRUE
"5336" "FMN2" 3.63882e-12 8.8876290658858e-11 TRUE
"5391" "SEMA6A" 3.639239e-12 8.8876290658858e-11 TRUE
"5530" "HLA-DQB2" 3.639239e-12 8.8876290658858e-11 TRUE
"5904" "C1QC" 3.639239e-12 8.8876290658858e-11 TRUE
"6173" "GPRIN1" 3.639239e-12 8.8876290658858e-11 TRUE
"6664" "DOCK2" 3.639239e-12 8.8876290658858e-11 TRUE
"8837" "PRELID2" 3.639239e-12 8.8876290658858e-11 TRUE
"9877" "PLA2G7" 3.639239e-12 8.8876290658858e-11 TRUE
"10651" "RGS19" 3.639239e-12 8.8876290658858e-11 TRUE
"10979" "ZMYND15" 3.639239e-12 8.8876290658858e-11 TRUE
"12548" "ADM" 3.639239e-12 8.8876290658858e-11 TRUE
"14727" "RGS1" 3.639239e-12 8.8876290658858e-11 TRUE
"16598" "AUH" 3.639239e-12 8.8876290658858e-11 TRUE
"7" "DPP9" 3.968283e-12 8.94111008538163e-11 TRUE
"687" "HLA-DQB1" 4.143572e-12 8.94111008538163e-11 TRUE
"763" "FAM20B" 3.800271e-12 8.94111008538163e-11 TRUE
"862" "SGPP1" 4.143572e-12 8.94111008538163e-11 TRUE
"900" "DLL4" 4.143572e-12 8.94111008538163e-11 TRUE
"1126" "STX10" 3.968283e-12 8.94111008538163e-11 TRUE
"1578" "ADPRHL2" 3.968283e-12 8.94111008538163e-11 TRUE
"1621" "NPY1R" 3.800271e-12 8.94111008538163e-11 TRUE
"1711" "MRPL49" 3.968283e-12 8.94111008538163e-11 TRUE
"1738" "ZNF205" 3.800271e-12 8.94111008538163e-11 TRUE
"1791" "C1orf162" 3.968283e-12 8.94111008538163e-11 TRUE
"1825" "MCEE" 3.800271e-12 8.94111008538163e-11 TRUE
"2038" "CPAMD8" 4.143572e-12 8.94111008538163e-11 TRUE
"2060" "RNASET2" 3.968283e-12 8.94111008538163e-11 TRUE
"2065" "MARCH10" 3.968283e-12 8.94111008538163e-11 TRUE
"2157" "ADPRHL1" 3.968283e-12 8.94111008538163e-11 TRUE
"2336" "NR1I3" 3.800271e-12 8.94111008538163e-11 TRUE
"2352" "BIN2" 3.800271e-12 8.94111008538163e-11 TRUE
"2365" "CCBL2" 4.143572e-12 8.94111008538163e-11 TRUE
"2925" "CD300C" 3.968283e-12 8.94111008538163e-11 TRUE
"2986" "BLOC1S3" 3.799835e-12 8.94111008538163e-11 TRUE
"3025" "PRDX3" 4.143098e-12 8.94111008538163e-11 TRUE
"3204" "OAT" 4.143572e-12 8.94111008538163e-11 TRUE
"3360" "TXNRD2" 4.143572e-12 8.94111008538163e-11 TRUE
"3432" "INHBB" 4.143572e-12 8.94111008538163e-11 TRUE
"3600" "CCDC181" 3.800271e-12 8.94111008538163e-11 TRUE
"3803" "C10orf55" 3.800271e-12 8.94111008538163e-11 TRUE
"4149" "NUDT6" 4.143572e-12 8.94111008538163e-11 TRUE
"4642" "FBXO17" 3.800271e-12 8.94111008538163e-11 TRUE
"4862" "ATXN2L" 4.143572e-12 8.94111008538163e-11 TRUE
"4966" "SAMD14" 4.143572e-12 8.94111008538163e-11 TRUE
"5035" "SLC25A5" 3.800271e-12 8.94111008538163e-11 TRUE
"5281" "PIK3R5" 3.968283e-12 8.94111008538163e-11 TRUE
"5738" "MICU2" 3.799835e-12 8.94111008538163e-11 TRUE
"6202" "GABRD" 3.968283e-12 8.94111008538163e-11 TRUE
"6593" "PRMT6" 4.143572e-12 8.94111008538163e-11 TRUE
"7066" "PDHB" 4.143572e-12 8.94111008538163e-11 TRUE
"7100" "DENND5A" 3.967829e-12 8.94111008538163e-11 TRUE
"7364" "TMEM91" 3.968283e-12 8.94111008538163e-11 TRUE
"7451" "CSF3R" 3.968283e-12 8.94111008538163e-11 TRUE
"7750" "FLJ20373" 4.143572e-12 8.94111008538163e-11 TRUE
"7776" "PPM1K" 4.143572e-12 8.94111008538163e-11 TRUE
"7797" "APOBEC3G" 4.143572e-12 8.94111008538163e-11 TRUE
"8055" "ALOX15B" 4.143572e-12 8.94111008538163e-11 TRUE
"8356" "ZNF425" 3.800271e-12 8.94111008538163e-11 TRUE
"8506" "GORASP1" 3.800271e-12 8.94111008538163e-11 TRUE
"8526" "TMEM140" 4.143572e-12 8.94111008538163e-11 TRUE
"8772" "CLN5" 4.143098e-12 8.94111008538163e-11 TRUE
"8911" "COX11" 3.834606e-12 8.94111008538163e-11 TRUE
"8917" "GFM1" 3.968283e-12 8.94111008538163e-11 TRUE
"9177" "C2ORF15" 4.143572e-12 8.94111008538163e-11 TRUE
"9514" "GRIK3" 3.800271e-12 8.94111008538163e-11 TRUE
"9843" "GPSM3" 3.799399e-12 8.94111008538163e-11 TRUE
"10262" "KLHL6" 3.800271e-12 8.94111008538163e-11 TRUE
"10331" "DIRAS2" 4.143572e-12 8.94111008538163e-11 TRUE
"10336" "RASSF2" 4.143572e-12 8.94111008538163e-11 TRUE
"10363" "APOC1" 3.968283e-12 8.94111008538163e-11 TRUE
"10427" "THOP1" 3.834606e-12 8.94111008538163e-11 TRUE
"10580" "FOXJ3" 4.00797e-12 8.94111008538163e-11 TRUE
"10591" "SSU72" 4.143572e-12 8.94111008538163e-11 TRUE
"11088" "THEMIS2" 4.143572e-12 8.94111008538163e-11 TRUE
"11106" "SLC16A3" 3.968283e-12 8.94111008538163e-11 TRUE
"11267" "LDHA" 4.143572e-12 8.94111008538163e-11 TRUE
"11405" "BTBD16" 3.968283e-12 8.94111008538163e-11 TRUE
"11431" "PSMD3" 4.143098e-12 8.94111008538163e-11 TRUE
"11924" "PARD3B" 4.143572e-12 8.94111008538163e-11 TRUE
"12122" "hsa-mir-1199" 3.968283e-12 8.94111008538163e-11 TRUE
"12237" "RIT1" 3.800271e-12 8.94111008538163e-11 TRUE
"12238" "GPR141" 3.968283e-12 8.94111008538163e-11 TRUE
"12326" "ADHFE1" 3.968283e-12 8.94111008538163e-11 TRUE
"12738" "ATPAF1" 3.800271e-12 8.94111008538163e-11 TRUE
"12795" "ZMPSTE24" 4.143572e-12 8.94111008538163e-11 TRUE
"12797" "HS6ST3" 3.967374e-12 8.94111008538163e-11 TRUE
"12997" "ACOX1" 4.143572e-12 8.94111008538163e-11 TRUE
"13621" "NETO2" 3.800271e-12 8.94111008538163e-11 TRUE
"13691" "IRF6" 3.968283e-12 8.94111008538163e-11 TRUE
"14190" "KCNE1" 4.143572e-12 8.94111008538163e-11 TRUE
"14260" "NNMT" 4.143572e-12 8.94111008538163e-11 TRUE
"14424" "ZNF395" 4.143572e-12 8.94111008538163e-11 TRUE
"14682" "CSK" 4.143572e-12 8.94111008538163e-11 TRUE
"14929" "TMEM55B" 3.967829e-12 8.94111008538163e-11 TRUE
"15141" "CA9" 4.143572e-12 8.94111008538163e-11 TRUE
"15215" "TPK1" 3.968283e-12 8.94111008538163e-11 TRUE
"15647" "LAPTM5" 3.968283e-12 8.94111008538163e-11 TRUE
"15875" "POMGNT2" 4.143572e-12 8.94111008538163e-11 TRUE
"16223" "CYP2B6" 3.800271e-12 8.94111008538163e-11 TRUE
"16239" "GBP5" 4.143572e-12 8.94111008538163e-11 TRUE
"16341" "C14orf37" 3.968283e-12 8.94111008538163e-11 TRUE
"16388" "TMEM155" 3.968283e-12 8.94111008538163e-11 TRUE
"16588" "KCNK13" 3.800271e-12 8.94111008538163e-11 TRUE
"8373" "NAP1L5" 4.18901e-12 9.01583055483871e-11 TRUE
"10659" "NKIRAS2" 4.18851e-12 9.01583055483871e-11 TRUE
